0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01,2.500000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01,5.600000000000000000e+01,5.400000000000000000e+01,1.900000000000000000e+01,6.400000000000000000e+01,1.700000000000000000e+01,7.800000000000000000e+01,7.900000000000000000e+01,5.400000000000000000e+01,5.300000000000000000e+01,7.900000000000000000e+01,7.800000000000000000e+01,4.100000000000000000e+01
0.000000000000000000e+00,1.300000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,5.900000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,3.300000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,6.700000000000000000e+01
0.000000000000000000e+00,1.300000000000000000e+01,2.500000000000000000e+01,5.900000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.900000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,5.700000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+01,7.700000000000000000e+01,2.900000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,7.500000000000000000e+01,5.500000000000000000e+01,5.300000000000000000e+01,1.900000000000000000e+01,6.500000000000000000e+01,1.700000000000000000e+01,7.900000000000000000e+01,7.800000000000000000e+01,5.300000000000000000e+01,5.400000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,4.100000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+01,7.500000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,7.500000000000000000e+01,0.000000000000000000e+00,5.600000000000000000e+01,5.400000000000000000e+01,1.900000000000000000e+01,6.800000000000000000e+01,1.700000000000000000e+01,7.600000000000000000e+01,7.600000000000000000e+01,5.400000000000000000e+01,5.600000000000000000e+01,7.600000000000000000e+01,7.700000000000000000e+01,4.200000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+01,5.600000000000000000e+01,2.900000000000000000e+01,2.500000000000000000e+01,5.500000000000000000e+01,5.600000000000000000e+01,0.000000000000000000e+00,7.200000000000000000e+01,1.900000000000000000e+01,5.500000000000000000e+01,1.700000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,7.200000000000000000e+01,4.500000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+01,5.400000000000000000e+01,2.900000000000000000e+01,2.500000000000000000e+01,5.300000000000000000e+01,5.400000000000000000e+01,7.200000000000000000e+01,0.000000000000000000e+00,1.900000000000000000e+01,5.300000000000000000e+01,1.700000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,8.000000000000000000e+01,4.400000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,3.700000000000000000e+01
0.000000000000000000e+00,1.300000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.900000000000000000e+01,4.000000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,2.200000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+01
